table_name,column_name,data_type,row_count,null_count,null_percentage,distinct_count,minimum_value,maximum_value,sample_value
claims,source_system,string,1652,0,0.0,1,,,Claims
claims,adjuster_notes,string,1652,308,18.64,5,,,OS&D inspection complete
crm_tickets,ticket_id,string,4714,0,0.0,4714,,,TKT-5001
crm_tickets,opened_ts,str,4714,0,0.0,4115,2024-01-04 12:00:00,2025-12-23 03:00:00,2024-03-16 02:00:00
crm_tickets,erp_customer_id,string,4714,490,10.39,21,,,10004526
crm_tickets,tms_customer_code,string,4714,0,0.0,41,,,CUST006
crm_tickets,tms_shipment_id,string,4714,559,11.86,4155,,,TMS200007
crm_tickets,tracking_number,string,4714,1197,25.39,3517,,,PRO60181809
crm_tickets,channel,string,4714,0,0.0,4,,,Phone
crm_tickets,category_raw,str,4714,0,0.0,24,,,Lost Shipment
crm_tickets,severity,string,4714,0,0.0,4,,,Low
crm_tickets,status,str,4714,0,0.0,5,,,Resolved
crm_tickets,subject,str,4714,0,0.0,8,,,Delivery exception
crm_tickets,description_free_text,str,4714,0,0.0,8,,,Exception on tracking. Need update.
crm_tickets,resolution_hours,float64,4714,1037,22.0,921,2.0,96.0,87.3
crm_tickets,source_system,string,4714,0,0.0,1,,,CRM
csat_survey_responses,response_id,string,3952,0,0.0,3952,,,CSAT61045279
csat_survey_responses,survey_sent_ts,str,3952,0,0.0,710,2024-01-04 00:00:00,2025-12-23 00:00:00,2024-01-13 00:00:00
csat_survey_responses,response_ts,str,3952,0,0.0,722,2024-01-06 00:00:00,2025-12-30 00:00:00,2024-01-20 00:00:00
csat_survey_responses,erp_customer_id,string,3952,0,0.0,21,,,10004524
csat_survey_responses,tms_shipment_id,string,3952,625,15.81,3327,,,TMS200050
csat_survey_responses,csat_score_1_to_5,int64,3952,0,0.0,5,1,5,4
csat_survey_responses,nps_score_0_to_10,int64,3952,0,0.0,10,1,10,9
csat_survey_responses,comment,str,3952,1751,44.31,5,,,Great service
csat_survey_responses,source_system,string,3952,0,0.0,1,,,Medallia_Export
